Japanese,Chinese,Example_JP,Example_CN,Example_Furigana,Grammar_Notes,Audio_Path
君,你（男性）,君は今日も元気そうだね。,你今天看起来也很有精神啊。,<ruby>君<rt>きみ</rt></ruby>は<ruby>今日<rt>きょう</rt></ruby>も<ruby>元気<rt>げんき</rt></ruby>そうだね,<ol><li>「君（きみ）」：较为亲昵的“你”，常用于男性对关系较近的晚辈、同龄人称呼对方，有时长辈对晚辈使用。女性用时显得不够礼貌。</li><li>「は」：主语提示助词，表示主语。</li><li>「今日（きょう）」：今天。</li><li>「も」：副助词，表示“也”。</li><li>「元気（げんき）」：有活力、精神状态好。</li><li>「〜そうだ」：表示看起来有某种状态，这里是“看起来有精神”。</li><li>「ね」：终助词，表感叹或确认对方感受。</li><li>语法说明：「N+は」结构引出主题；「〜そうだ」用于形容词词干后面，表达外观印象。</li><li>文化补充：「君」在正式或尊敬场合不宜使用，避免给对方带来轻率的感觉。</li></ol>,[sound:jlpt_vocabulary_in_sentence_君.mp3]
冷える,变冷,夜になると体が冷える。,到了晚上身体会变冷。,<ruby>夜<rt>よる</rt></ruby><ruby>になると<rt>になると</rt></ruby><ruby>体<rt>からだ</rt></ruby>が<ruby>冷える<rt>ひえる</rt></ruby>。,<ol><li>夜（よる）：夜晚。</li><li>になると：表示时间或状态的变化，意思是“到了……的时候”。</li><li>体（からだ）：身体。</li><li>が：主语助词，标出主语“体”。</li><li>冷える（ひえる）：自动词，意思是变冷、变凉，多用于描述物体、身体自然变冷。</li><li>本句为自动词冷える的普通体用法，描述自然现象，没有主观使动。</li></ol>,[sound:jlpt_vocabulary_in_sentence_冷える.mp3]
点く,点燃，点亮,玄関の電気が点いています。,门口的灯亮着。,<ruby>玄関<rt>げんかん</rt></ruby>の<ruby>電気<rt>でんき</rt></ruby>が<ruby>点いて<rt>ついて</rt></ruby><ruby>います<rt>います</rt></ruby>。,<ol><li>玄関（げんかん）：指日本住宅的门口、入口区域，常放鞋子。</li><li>電気（でんき）：电灯、电气。</li><li>点く（つく）：自动词，意思是灯或火“被点亮”。</li><li>点いています：表示灯现在处于点亮的状态，是点く的ている形，表达持续状态。</li><li>日语中，某个东西“亮着”常说「点いている」，而不是用“--てある”（后者多指人为安放、准备好的状态）。</li></ol>,[sound:jlpt_vocabulary_in_sentence_点く.mp3]
この間,前几天,この間友達と映画を見に行きました。,前几天我和朋友去看了电影。,<ruby>この間<rt>このあいだ</rt></ruby><ruby>友達<rt>ともだち</rt></ruby>と<ruby>映画<rt>えいが</rt></ruby>を<ruby>見<rt>み</rt></ruby>に<ruby>行きました<rt>いきました</rt></ruby>。,<ol><li>この間（このあいだ）：表示最近的过去，意为“前几天”、“最近”。</li><li>友達（ともだち）：朋友。</li><li>と：助词，表示与谁一起。</li><li>映画（えいが）：电影。</li><li>を：宾格助词，表动作对象。</li><li>見に行く（みにいく）：固定表达，表示“去看”。动词“見る”变成“见（み）”加目的动词“行く（いく）”。</li><li>ました：动词过去时敬体结尾。</li><li>语法要点：句子主体“この間友達と映画を見に行きました”说明了发生在不久前和朋友一起做的事情，时态用过去式表达已完成。</li></ol>,[sound:jlpt_vocabulary_in_sentence_この間.mp3]
格好,样子，外观,彼の格好はとてもおしゃれです。,他的样子很时尚。,<ruby>彼<rt>かれ</rt></ruby>の<ruby>格好<rt>かっこう</rt></ruby>はとてもおしゃれです。,<ol><li>彼（かれ）：指“他”。</li><li>格好（かっこう）：表示“样子、外观、打扮”。可用于人的穿着或整体印象。</li><li>は：主题助词，表示主语。</li><li>とても：副词，表示“非常”。</li><li>おしゃれ：表示“时髦、时尚”。</li><li>です：礼貌结句助动词。</li><li>“格好”可指人的外形，也用于评价衣着、打扮等，日本人重视仪表，格好这个词在日常对话中常用于描述别人的外在形象。</li></ol>,[sound:jlpt_vocabulary_in_sentence_格好.mp3]
かまう,在意；介意,私はそんなことは全然かまいません。,我一点也不在意那种事。,<ruby>私<rt>わたし</rt></ruby>はそんなことは<ruby>全然<rt>ぜんぜん</rt></ruby><ruby>かまいません<rt>かまいません</rt></ruby>。,<ol><li>私（わたし）：第一人称代词，意为“我”。</li><li>そんなこと：表示“那样的事情”。“そんな”为连体词，修饰后面的“こと”。</li><li>全然（ぜんぜん）：副词，常与否定形式连用，表示“完全（不）”的意思。</li><li>かまいません：动词“かまう”（介意、理会）的否定敬体形式，表示“不介意、不在意”。<br>语法：全然＋否定，“全然かまいません”=“一点也不介意”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_かまう.mp3]
続ける,继续,勉強を続けることが大切です。,继续学习很重要。,<ruby>勉強<rt>べんきょう</rt></ruby>を<ruby>続ける<rt>つづける</rt></ruby>ことが<ruby>大切<rt>たいせつ</rt></ruby>です。,<ol><li>勉強（べんきょう）：学习；名词，用于表示学习本身。</li><li>を：助词，表示动作的对象，这里是指“学习”。</li><li>続ける（つづける）：动词，意思是“继续”，表示某个动作或状态没有停止而在持续。</li><li>こと：将动词“て形/简体形+こと”名词化，用于泛指该行为。“続けること”即“继续（做某事）”。</li><li>が：主格助词，表示主语，这里强调“继续学习这件事”。</li><li>大切（たいせつ）：形容动词，意思是“重要”。</li><li>です：礼貌表达句末。<br>本句语法结构为“动词基本形+ことが大切です”，可用于表达某个行为的重要性。</li></ol>,[sound:jlpt_vocabulary_in_sentence_続ける.mp3]
落す,掉落,財布を落としました。,我把钱包掉了。,<ruby>財布<rt>さいふ</rt></ruby>を<ruby>落としました<rt>おとしました</rt></ruby>。,<ol><li>財布（さいふ）：钱包。</li><li>を：助词，表示动作的对象。</li><li>落としました（おとしました）：是动词「落とす」的敬体过去式，表示“掉了，弄丢了”。</li><li>「落とす」是他动词，意思是“让某物掉下、掉落、弄丢”。形成敬体过去式时为「落としました」。</li></ol>,[sound:jlpt_vocabulary_in_sentence_落す.mp3]
明日,明天,明日は友達と公園に行きます。,明天要和朋友去公园。,<ruby>明日<rt>あした</rt></ruby>は<ruby>友達<rt>ともだち</rt></ruby>と<ruby>公園<rt>こうえん</rt></ruby>に<ruby>行きます<rt>いきます</rt></ruby>。,<ol><li>明日（あした）：表示“明天”。</li><li>友達（ともだち）：朋友。</li><li>と：和，用于连接并列宾语。</li><li>公園（こうえん）：公园。</li><li>に：表示动作的目的地。</li><li>行きます（いきます）：动词“行く”的礼貌形，意为“去”。</li><li>语法：“明日は”作为主题（は为主语提示助词）。“友達と”表示与朋友一起，“公園に”指去的目标地点，“行きます”表示将要去的动作，整个句子结构为：[时间]は [人]と [地点]に [动词]。</li></ol>,[sound:jlpt_vocabulary_in_sentence_明日.mp3]
出発,出发,明日早く出発します。,明天一早出发。,<ruby>明日<rt>あした</rt></ruby><ruby>早く<rt>はやく</rt></ruby><ruby>出発します<rt>しゅっぱつします</rt></ruby>。,<ol><li>明日（あした）：名词，意思是“明天”。</li><li>早く（はやく）：副词，表示“早地、早点”。</li><li>出発します（しゅっぱつします）：动词“出発”加上礼貌形“ます”，表示“出发”；“します”是动词“する”的礼貌形结尾。</li><li>日语中常用“ます”结尾表达礼貌。“明日早く出発します”是常用表达出行或计划的说法。</li></ol>,[sound:jlpt_vocabulary_in_sentence_出発.mp3]
拝見,拜见，观看,先生のお手紙を拝見しました。,我拜读了您的来信。,<ruby>先生<rt>せんせい</rt></ruby>の<ruby>お手紙<rt>おてがみ</rt></ruby>を<ruby>拝見<rt>はいけん</rt></ruby>しました。,<ol><li>先生（せんせい）：老师、先生，对他人的尊称。</li><li>お手紙（おてがみ）：信，带有“お”是表达尊敬的用法。</li><li>拝見（はいけん）：是“見る（みる）”的自谦语，用于表示自己谦逊地看或拜读对方的物品，常用于书信、文件等正式场合。</li><li>～しました：表示过去时的敬语，通常用于正式或礼貌场合。</li><li>日本文化中，对于上级、长辈或对方的物品，表达出谦逊和敬意是非常重要的，这句话体现了日语中敬语（けいご）和自谦语（じけんご）的使用方法。</li></ol>,[sound:jlpt_vocabulary_in_sentence_拝見.mp3]
割れる,破裂、碎,コップが床に落ちて割れました。,杯子掉到地上摔碎了。,コップが<ruby>床<rt>ゆか</rt></ruby>に<ruby>落ちて<rt>おちて</rt></ruby><ruby>割れました<rt>われました</rt></ruby>。,<ol><li>コップ：玻璃杯、杯子的意思。</li><li>が：主格助词，表示主语「コップ」。</li><li>床（ゆか）：地板、地面。</li><li>に：表示动作为目标或发生的场所。</li><li>落ちて（おちて）：「落ちる」的て形，表示动作的进行（掉落）。</li><li>割れました（われました）：「割れる」的ます形过去式，意为（被动地）破碎、裂开，描述杯子的状态变化。</li><li>该句为自动词句型，说明「コップ」本身因掉在地上而自然破碎。</li></ol>,[sound:jlpt_vocabulary_in_sentence_割れる.mp3]
背中,后背,彼は背中が痛いと言いました。,他说他的后背疼。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>背中<rt>せなか</rt></ruby>が<ruby>痛い<rt>いたい</rt></ruby>と<ruby>言いました<rt>いいました</rt></ruby>。,<ol><li>彼（かれ）：他，指第三人称男性。</li><li>背中（せなか）：名词，指人的后背。</li><li>が：主格助词，表示主语。</li><li>痛い（いたい）：形容词，表示疼痛。</li><li>と言いました：「と言う」表示引用别人或自己的话，意思是“说……”。这里用过去式「言いました」。</li><li>整句话表示他表达了自己后背疼的情况。</li></ol>,[sound:jlpt_vocabulary_in_sentence_背中.mp3]
新聞社,新闻社,彼は新聞社で働いています。,他在新闻社工作。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>新聞社<rt>しんぶんしゃ</rt></ruby>で<ruby>働いて<rt>はたらいて</rt></ruby><ruby>います<rt>います</rt></ruby>。,<ol><li>彼（かれ）：他、男性的第三人称。</li><li>新聞社（しんぶんしゃ）：新闻社，进行新闻采编与报道的机构。</li><li>で：表示动作发生的场所。</li><li>働いています：动词「働く」（はたらく，工作）的て形加「います」，表示正在进行的动作，常用来表达某人正在某处工作。</li></ol>,[sound:jlpt_vocabulary_in_sentence_新聞社.mp3]
いじめる,欺负,小さな子をいじめるのは悪いことです。,欺负小孩子是不好的行为。,<ruby>小さな<rt>ちいさな</rt></ruby><ruby>子<rt>こ</rt></ruby>をいじめるのは<ruby>悪い<rt>わるい</rt></ruby>ことです。,<ol><li>小さな（ちいさな）：形容词，意为“小的”。</li><li>子（こ）：名词，“孩子”。</li><li>を：助词，表示动作的对象。</li><li>いじめる：动词，“欺负”。</li><li>のは：结构助词“の”用于名词化动词短语，“は”表示主题。</li><li>悪い（わるい）：形容词，“不好、坏”。</li><li>こと：名词，“事情、行为”。</li><li>です：礼貌句末表达。</li><li>本句使用“动词+のは〜です”的表达，表示对行为进行评价。</li></ol>,[sound:jlpt_vocabulary_in_sentence_いじめる.mp3]
