Japanese,Chinese,Example_JP,Example_CN,Example_Furigana,Grammar_Notes,Audio_Path
夕方,傍晚,夕方になると涼しくなります。,一到傍晚就变凉快了。,<ruby>夕方<rt>ゆうがた</rt></ruby><ruby>になると<rt>になると</rt></ruby><ruby>涼しく<rt>すずしく</rt></ruby><ruby>なります<rt>なります</rt></ruby>。,<ol><li>夕方（ゆうがた）：指傍晚、黄昏时分。</li><li>〜になると：表示“到了……的时候就……”的意思，其中「に」表示时间点、「なる」表示“变成”、动词「と」表示条件（……就……）。</li><li>涼しくなる：（すずしくなる），涼しい（凉快的）的连用形＋なる，表示“变得……”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_夕方.mp3]
夕飯,晚饭,今日は母が夕飯を作りました。,今天母亲做了晚饭。,<ruby>今日は<rt>きょうは</rt></ruby><ruby>母<rt>はは</rt></ruby>が<ruby>夕飯<rt>ゆうはん</rt></ruby>を<ruby>作りました<rt>つくりました</rt></ruby>。,<ol><li>今日は（きょうは）：今天，其中「は」为提示助词，标志主题。</li><li>母（はは）：母亲。「が」为主格助词，表示“母亲”是主语。</li><li>夕飯（ゆうはん）：晚饭，本句为宾语。「を」为宾格助词。</li><li>作りました（つくりました）：作る（つくる）的过去式，表示“做了”。</li><li>语法说明：「AがBをVました」结构，表示A做了B这件事。</li></ol>,[sound:jlpt_vocabulary_in_sentence_夕飯.mp3]
郵便局,邮局,私は郵便局で手紙を出しました。,我在邮局寄了信。,<ruby>私<rt>わたし</rt></ruby>は<ruby>郵便局<rt>ゆうびんきょく</rt></ruby>で<ruby>手紙<rt>てがみ</rt></ruby>を<ruby>出しました<rt>だしました</rt></ruby>。,<ol><li>郵便局（ゆうびんきょく）：意为“邮局”。</li><li>で：表示动作发生的场所，助词“で”用在场所名词后，表示“在某地”。</li><li>手紙（てがみ）：信件、信。</li><li>を：宾格助词，表示动作对象，这里“手紙”是“出す（寄）”的对象。</li><li>出しました：动词“出す（だす）”的过去式，意思为“寄出”。</li><li>“私は”表示主语“我”，“は”是提示主题的助词。</li></ol>,[sound:jlpt_vocabulary_in_sentence_郵便局.mp3]
昨夜,昨晚,昨夜は雨が降りました。,昨晚下雨了。,<ruby>昨夜<rt>さくや</rt></ruby>は<ruby>雨<rt>あめ</rt></ruby>が<ruby>降りました<rt>ふりました</rt></ruby>。,<ol><li>昨夜（さくや）：意为“昨晚”，指昨天的夜晚。与「昨日の夜」（きのうのよる）意思相近，但「昨夜」更为正式。</li><li>は：助词，表示主题。</li><li>雨（あめ）：雨。</li><li>が：助词，标示主语或说明新信息。</li><li>降りました（ふりました）：动词「降る」（下（雨/雪））的过去式，表示已经下过。</li><li>语法：主题+は+主语/现象+が+动词（过去式）。「昨夜は雨が降りました。」整体为“昨晚下雨了”的日语表达。</li></ol>,[sound:jlpt_vocabulary_in_sentence_昨夜.mp3]
有名,有名，著名,彼は有名な俳優です。,他是有名的演员。,<ruby>彼は<rt>かれは</rt></ruby><ruby>有名な<rt>ゆうめいな</rt></ruby><ruby>俳優<rt>はいゆう</rt></ruby>です。,<ol><li>彼（かれ）：他、那个人的意思。</li><li>有名な（ゆうめいな）：形容动词，意为著名的、有名的。后缀「な」用来修饰后面的名词。</li><li>俳優（はいゆう）：演员。</li><li>です：礼貌形结尾，表示判断句。</li><li>句子语法结构：主语「彼」+系词「は」+修饰语「有名な」+名词「俳優」+判断助动词「です」，表达介绍身份或特征。</li></ol>,[sound:jlpt_vocabulary_in_sentence_有名.mp3]
雪,雪,朝から雪が降っています。,从早上开始一直在下雪。,<ruby>朝<rt>あさ</rt></ruby>から<ruby>雪<rt>ゆき</rt></ruby>が<ruby>降っています<rt>ふっています</rt></ruby>。,<ol><li>朝（あさ）：名词，表示“早上”。</li><li>から：助词，表示起点，“从……”。</li><li>雪（ゆき）：名词，“雪”。</li><li>が：助词，标明主语。</li><li>降っています（ふっています）：动词“降る”（ふる，降，下）在ている形，表示持续进行，“正在下”。这种表达用于描写动作或现象正在持续发生。</li><li>日语中描述天气现象（如雪、雨）时，常用「～が降る」表示下雪、下雨。句子主语是自然现象。</li></ol>,[sound:jlpt_vocabulary_in_sentence_雪.mp3]
ゆっくりと,慢慢地,彼はゆっくりと話しました。,他慢慢地说话了。,<ruby>彼は<rt>かれは</rt></ruby><ruby>ゆっくりと<rt>ゆっくりと</rt></ruby><ruby>話しました<rt>はなしました</rt></ruby>。,<ol><li>彼（かれ）：指“他”。日语第三人称代词。</li><li>は：提示助词，表示主题。</li><li>ゆっくりと：副词，表示“慢慢地”，修饰后面的动词。</li><li>話しました（はなしました）：动词“話す（はなす）”的过去式敬体，意为“说了话”。</li><li>语法点：副词常用来修饰动词，增强句意。“〜と”为副词化常见形式。</li></ol>,[sound:jlpt_vocabulary_in_sentence_ゆっくりと.mp3]
八日,八号；八日,私は八日に友達と会います。,我在八号和朋友见面。,<ruby>私<rt>わたし</rt></ruby>は<ruby>八日<rt>ようか</rt></ruby>に<ruby>友達<rt>ともだち</rt></ruby>と<ruby>会います<rt>あいます</rt></ruby>。,<ol><li>私（わたし）：第一人称，意思是“我”。</li><li>は：主题助词，标记主语“我”。</li><li>八日（ようか）：日期用法，表示8号，也可作为“第八天”。</li><li>に：时间助词，表示具体的时间点“在……时”。</li><li>友達（ともだち）：朋友。</li><li>と：共同助词，表示与谁一起，译为“和……”。</li><li>会います（あいます）：动词“会う”的ます形，意思是“见面”。</li><li>语法知识：“～に会う”表示“和……见面”。“に”说明见面的对象，也可以用“と”表示“与……见面”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_八日.mp3]
洋服,西式服装,新しい洋服を買いました。,我买了新衣服。,<ruby>新しい<rt>あたらしい</rt></ruby><ruby>洋服<rt>ようふく</rt></ruby><ruby>を<rt>を</rt></ruby><ruby>買いました<rt>かいました</rt></ruby>。,<ol><li>新しい（あたらしい）：形容词，表示“新的”。</li><li>洋服（ようふく）：名词，指西式服装，与日本传统服装（和服）相对。</li><li>を：助词，标记宾语。</li><li>買いました（かいました）：动词“买（買う・かう）”的过去式“买了”。</li><li>日语中“～ました”是动词敬体的过去式结尾，表示动作已经完成。</li></ol>,[sound:jlpt_vocabulary_in_sentence_洋服.mp3]
よく,经常,彼はよく本を読みます。,他经常看书。,<ruby>彼<rt>かれ</rt></ruby>はよく<ruby>本<rt>ほん</rt></ruby>を<ruby>読みます<rt>よみます</rt></ruby>。,<ol><li>彼（かれ）：他，第三人称，表示男性。</li><li>は：主题助词，用于突出句子的主语。</li><li>よく：副词，意思为“经常、常常”，用来修饰动词，表示动作频率高。</li><li>本（ほん）：书。</li><li>を：宾语助词，表示前面的名词是动作的对象。</li><li>読みます（よみます）：动词“読む（よむ）”的礼貌形，意思是“读”。</li><li>副词“よく”常用于日常会话，表示某行为发生频率较高，是表达习惯性动作的常用词。</li></ol>,[sound:jlpt_vocabulary_in_sentence_よく.mp3]
横,横，横向,彼は横になって休んでいます。,他正横着躺着休息。,<ruby>彼は<rt>かれは</rt></ruby><ruby>横に<rt>よこに</rt></ruby><ruby>なって<rt>なって</rt></ruby><ruby>休んで<rt>やすんで</rt></ruby><ruby>います。<rt>います。</rt></ruby>,<ol><li>彼（かれ）：他，第三人称代词。</li><li>横になる（よこになる）：躺下的意思，其中“横（よこ）”意为横向、侧着，“なる”为动词“变成”。</li><li>休む（やすむ）的て形“休んで”加上“います”，表示动作正在进行，即“正在休息”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_横.mp3]
四日,第四天,四日は母の誕生日です。,四日是母亲的生日。,<ruby>四日<rt>よっか</rt></ruby>は<ruby>母<rt>はは</rt></ruby>の<ruby>誕生日<rt>たんじょうび</rt></ruby>です。,<ol><li>四日（よっか）：日本语中表示月份的第四天，也可以指“四天”。和其他日语日期的读法一样，有不规则的特殊发音。</li><li>は：提示主题的助词，体现句子的主语。</li><li>母（はは）：自己的母亲。称呼他人母亲要用お母さん（おかあさん）。</li><li>の：助词，表示所属关系。</li><li>誕生日（たんじょうび）：生日。</li><li>です：礼貌句尾，表判断。</li><li>语法：“AはBです” 是日语的基本判断句型，表示“A是B”。该句也反映日本重视家人生日等纪念日，常在家中庆祝。</li></ol>,[sound:jlpt_vocabulary_in_sentence_四日.mp3]
四つ,四个,りんごが四つあります。,有四个苹果。,りんごが<ruby>四つ<rt>よっつ</rt></ruby>あります。,<ol><li>りんご：苹果。</li><li>が：助词，主语标记。</li><li>四つ（よっつ）：数字词，表示“四个”，属日语的和式数词，多用于数较小物品时的数量表达。</li><li>あります：动词“ある”的敬体，表示无生命物体的存在或拥有。</li><li><b>语法知识</b>：日语数量词数东西时，通常放在被数物体和谓语之间，如“物＋が＋数量词＋あります”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_四つ.mp3]
呼ぶ,呼叫、喊,彼は大きな声で私を呼ぶ。,他大声叫我。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>大きな<rt>おおきな</rt></ruby><ruby>声<rt>こえ</rt></ruby>で<ruby>私<rt>わたし</rt></ruby>を<ruby>呼ぶ<rt>よぶ</rt></ruby>。,<ol><li>彼（かれ）：他，表示男性第三人称。</li><li>大きな：形容词“大きい”的连体形，用于修饰名词，意为“大”或“大的”。</li><li>声（こえ）：嗓音、声音。</li><li>で：表示手段、方式，相当于“用……”。</li><li>私（わたし）：我，自称。</li><li>を：宾格助词，标记动作的对象。</li><li>呼ぶ（よぶ）：动词，意思为“叫、呼唤、称呼”。</li><li>日语中用“大きな声で呼ぶ”表示大声叫某人，动作的对象用“を”标记。</li></ol>,[sound:jlpt_vocabulary_in_sentence_呼ぶ.mp3]
読む,阅读,私は毎日新聞を読む。,我每天读报纸。,<ruby>私は<rt>わたしは</rt></ruby><ruby>毎日<rt>まいにち</rt></ruby><ruby>新聞<rt>しんぶん</rt></ruby>を<ruby>読む<rt>よむ</rt></ruby>。,"<ol><li>私は（わたしは）：""我""，做主语，表示说话的人自己，使用助词「は」表示主题。</li><li>毎日（まいにち）：""每天""，用来表达频率或日常性。</li><li>新聞（しんぶん）：""报纸""，为阅读的对象。</li><li>を：宾格助词，表示动作的对象。</li><li>読む（よむ）：动词“阅读”，五段动词，这里为基本型，表示习惯性动作。</li><li>日语日常句型：主语+は+时间（毎日）+宾语+を+动词，一般用来表达习惯。</li></ol>",[sound:jlpt_vocabulary_in_sentence_読む.mp3]
夜,夜晚,夜は静かで落ち着きます。,夜晚很安静，让人平静。,<ruby>夜<rt>よる</rt></ruby><ruby>は<rt>は</rt></ruby><ruby>静か<rt>しずか</rt></ruby><ruby>で<rt>で</rt></ruby><ruby>落ち着きます<rt>おちつきます</rt></ruby>。,<ol><li>夜（よる）：名词，表示“夜晚”。</li><li>は：助词，提示主题，表明“夜晚”是句子的主语部分。</li><li>静か（しずか）：形容动词，意思是“安静”。</li><li>で：形容动词的连用形助词，连接两个描述，表示原因、并列等。</li><li>落ち着きます（おちつきます）：动词“落ち着く”的敬体形式，表示“平静、安下心来”。</li><li>本句是复合句，前半部分用“静かで”与后半部分“落ち着きます”连接，表示因为夜晚安静让人平静。</li></ol>,[sound:jlpt_vocabulary_in_sentence_夜.mp3]
